id,name,rarity,collection,series,holofoil_price,reverse_holofoil_price,release_date,nationalPokedexNumbers,artist,popularite
pl1-10,Giratina,Rare Holo,Platinum,Platinum,28.38,19.36,2009/02/11,[487],Hajime Kusajima,#77
ecard2-H10,Exeggutor,Rare Holo,Aquapolis,E-Card,79.99,,2003/01/15,[103],Yukiko Baba,Non référencé
xy7-8,M Sceptile-EX,Rare Holo EX,Ancient Origins,XY,9.16,,2015/08/12,[254],5ban Graphics,#28
hgss3-2,Espeon,Rare Holo,HS—Undaunted,HeartGold & SoulSilver,15.81,6.14,2010/08/18,[196],match,#46
sm11-1,Rowlet & Alolan Exeggutor-GX,Rare Holo GX,Unified Minds,Sun & Moon,5.13,,2019/08/02,"[103, 722]",Mitsuhiro Arita,#16
bw10-9,Virizion-EX,Rare Holo EX,Plasma Blast,Black & White,6.11,,2013/08/14,[640],Ryo Ueda,Non référencé
ex4-9,Team Magma's Groudon,Rare Holo,Team Magma vs Team Aqua,EX,44.65,23.49,2004/03/01,[383],Kazuo Yazawa,#153
ex6-3,Dewgong,Rare Holo,FireRed & LeafGreen,EX,8.55,12.44,2004/09/01,[87],Toshinao Aoki,Non référencé
ex5-2,Claydol,Rare Holo,Hidden Legends,EX,7.4,5.49,2004/06/01,[344],Kyoko Umemoto,Non référencé
xy12-2,M Venusaur-EX,Rare Holo EX,Evolutions,XY,7.06,,2016/11/02,[3],5ban Graphics,#183
ex13-7,Flygon δ,Rare Holo,Holon Phantoms,EX,14.52,30.24,2006/05/01,[330],Kagemaru Himeno,#26
ecard1-1,Alakazam,Rare Holo,Expedition Base Set,E-Card,142.49,43.79,2002/09/15,[65],Hajime Kusajima,Non référencé
bw5-6,Leafeon,Rare,Dark Explorers,Black & White,,11.32,2012/05/09,[470],Ryo Ueda,#80
pl1-12,Palkia G,Rare Holo,Platinum,Platinum,5.5,4.91,2009/02/11,[484],Yusuke Ishikawa,Non référencé
ex9-11,Swampert,Rare Holo,Emerald,EX,23.5,39.5,2005/05/01,[260],Atsuko Nishida,#56
bw7-9,Celebi-EX,Rare Holo EX,Boundaries Crossed,Black & White,13.04,,2012/11/07,[251],Toyste Beach,#84
col1-9,Ho-Oh,Rare Holo,Call of Legends,HeartGold & SoulSilver,20.05,16.29,2011/02/09,[250],Ryo Ueda,#96
dv1-11,Rayquaza,Rare Holo,Dragon Vault,Black & White,11.37,,2012/10/05,[384],5ban Graphics,#8
xy2-11,Charizard-EX,Rare Holo EX,Flashfire,XY,5.43,,2014/05/07,[6],Eske Yoshinob,#4
ex1-2,Beautifly,Rare Holo,Ruby & Sapphire,EX,10.83,7.15,2003/07/01,[267],Hajime Kusajima,Non référencé
bw10-11,Genesect-EX,Rare Holo EX,Plasma Blast,Black & White,7.56,,2013/08/14,[649],Eske Yoshinob,#226
ecard2-H12,Hypno,Rare Holo,Aquapolis,E-Card,79.99,,2003/01/15,[97],Mitsuhiro Arita,Non référencé
pl2-5,Flygon,Rare Holo,Rising Rivals,Platinum,9.2,8.2,2009/05/16,[330],Kouki Saitou,#26
hsp-HGSS01,Ho-Oh,Promo,HGSS Black Star Promos,HeartGold & SoulSilver,16.18,,2010/02/10,[250],Takashi Yamaguchi,#96
ex8-10,Ludicolo,Rare Holo,Deoxys,EX,7.83,8.81,2005/02/01,[272],Atsuko Nishida,#214
ex6-5,Exeggutor,Rare Holo,FireRed & LeafGreen,EX,12.55,14.63,2004/09/01,[103],Tomokazu Komiya,Non référencé
hgss2-8,Shaymin,Rare Holo,HS—Unleashed,HeartGold & SoulSilver,5.99,5.88,2010/05/12,[492],Hideaki Hakozaki,#100
dp1-9,Manaphy,Rare Holo,Diamond & Pearl,Diamond & Pearl,7.68,1.65,2007/05/01,[490],Nakaoka,Non référencé
ex12-12,Shiftry,Rare Holo,Legend Maker,EX,4.6,9.9,2006/02/01,[275],Mitsuhiro Arita,Non référencé
ex7-10,Dark Steelix,Rare Holo,Team Rocket Returns,EX,29.72,49.99,2004/11/01,[208],Kyoko Koizumi,Non référencé
hgss1-12,Slowking,Rare Holo,HeartGold & SoulSilver,HeartGold & SoulSilver,8.85,4.23,2010/02/10,[199],Sumiyoshi Kizuki,Non référencé
col1-10,Houndoom,Rare Holo,Call of Legends,HeartGold & SoulSilver,5.21,4.99,2011/02/09,[229],Kagemaru Himeno,#120
ex11-12,Mewtwo δ,Rare Holo,Delta Species,EX,76.84,109.44,2005/10/31,[150],Ryo Ueda,#33
pop6-9,Pikachu,Uncommon,POP Series 6,POP,39.99,,2007/09/01,[25],Kagemaru Himeno,#19
ex16-1,Aggron,Rare Holo,Power Keepers,EX,6.99,10.55,2007/02/02,[306],Ken Sugimori,#52
dp3-13,Ludicolo,Rare Holo,Secret Wonders,Diamond & Pearl,5.91,3.88,2007/11/01,[272],Mitsuhiro Arita,#214
pl2-6,Froslass GL,Rare Holo,Rising Rivals,Platinum,5.57,8.49,2009/05/16,[478],Atsuko Nishida,#185
xy2-13,M Charizard-EX,Rare Holo EX,Flashfire,XY,29.09,,2014/05/07,[6],5ban Graphics,#4
hgss2-10,Torterra,Rare Holo,HS—Unleashed,HeartGold & SoulSilver,5.09,5.55,2010/05/12,[389],match,#83
ex13-9,Kabutops δ,Rare Holo,Holon Phantoms,EX,20.69,24.65,2006/05/01,[141],Masakazu Fukuda,Non référencé
dp4-9,Swampert,Rare Holo,Great Encounters,Diamond & Pearl,12.46,10.96,2008/02/01,[260],Kouki Saitou,#56
ex1-4,Camerupt,Rare Holo,Ruby & Sapphire,EX,6.26,4.59,2003/07/01,[323],Ken Sugimori,Non référencé
col1-12,Kyogre,Rare Holo,Call of Legends,HeartGold & SoulSilver,6.91,6.12,2011/02/09,[382],Ryo Ueda,#115
dp6-2,Dragonite,Rare Holo,Legends Awakened,Diamond & Pearl,38.68,25.58,2008/08/01,[149],Mitsuhiro Arita,#32
dp3-14,Lugia,Rare Holo,Secret Wonders,Diamond & Pearl,61.04,30.29,2007/11/01,[249],Kazuyuki Kano,#15
ex6-7,Marowak,Rare Holo,FireRed & LeafGreen,EX,12.01,17.75,2004/09/01,[105],Aya Kusube,Non référencé
ex15-1,Ampharos δ,Rare Holo,Dragon Frontiers,EX,13.5,17.96,2006/11/01,[181],Kagemaru Himeno,#41
pl4-12,Zapdos G,Rare Holo,Arceus,Platinum,5.49,7.87,2009/11/04,[145],Ryota Saito,Non référencé
xyp-XY04,Sylveon,Promo,XY Black Star Promos,XY,13.7,,2013/10/12,[700],5ban Graphics,#6
dp1-11,Palkia,Rare Holo,Diamond & Pearl,Diamond & Pearl,8.46,7.14,2007/05/01,[484],Nakaoka,Non référencé
dp5-3,Darkrai,Rare Holo,Majestic Dawn,Diamond & Pearl,16.82,16.24,2008/05/01,[491],Mitsuhiro Arita,#44
ex13-8,Gyarados δ,Rare Holo,Holon Phantoms,EX,52.4,89.99,2006/05/01,[130],Hajime Kusajima,Non référencé
ex11-11,Metagross δ,Rare Holo,Delta Species,EX,24.44,40.6,2005/10/31,[376],Masakazu Fukuda,#34
ex14-6,Ludicolo δ,Rare Holo,Crystal Guardians,EX,10.76,18.89,2006/08/01,[272],Masakazu Fukuda,#214
base4-9,Magneton,Rare Holo,Base Set 2,Base,9.73,,2000/02/24,[82],Keiji Kinebuchi,Non référencé
ex5-4,Dark Celebi,Rare Holo,Hidden Legends,EX,15.31,32.93,2004/06/01,[251],Ken Ikuji,#84
ex3-10,Salamence,Rare Holo,Dragon,EX,39.32,26.35,2003/11/24,[373],Mitsuhiro Arita,#62
xy2-12,Charizard-EX,Rare Holo EX,Flashfire,XY,8.36,,2014/05/07,[6],PLANETA,#4
basep-9,Mew,Promo,Wizards Black Star Promos,Base,40.95,,1999/07/01,[151],Ken Sugimori,#33
ex11-13,Rayquaza δ,Rare Holo,Delta Species,EX,56.65,99.97,2005/10/31,[384],Ryo Ueda,#8
dp5-1,Articuno,Rare Holo,Majestic Dawn,Diamond & Pearl,19.9,25.49,2008/05/01,[144],Masakazu Fukuda,#184
ex5-5,Electrode,Rare Holo,Hidden Legends,EX,7.16,8.49,2004/06/01,[101],Kyoko Umemoto,Non référencé
ex10-10,Octillery,Rare Holo,Unseen Forces,EX,6.36,6.99,2005/08/01,[224],Naoyo Kimura,Non référencé
ecard2-H13,Jumpluff,Rare Holo,Aquapolis,E-Card,62.99,,2003/01/15,[189],Yuka Morii,Non référencé
smp-SM04,Pikachu,Promo,SM Black Star Promos,Sun & Moon,5.41,,2017/02/03,[25],kirisAki,#19
pl1-14,Shaymin,Rare Holo,Platinum,Platinum,7.38,5.65,2009/02/11,[492],Kagemaru Himeno,#100
base6-11,Gengar,Rare Holo,Legendary Collection,Other,46.33,,2002/05/24,[94],Keiji Kinebuchi,#10
ex10-11,Poliwrath,Rare Holo,Unseen Forces,EX,16.42,22.12,2005/08/01,[62],Hajime Kusajima,Non référencé
ex8-9,Jirachi,Rare Holo,Deoxys,EX,57.47,59.97,2005/02/01,[385],Sumiyoshi Kizuki,#49
ex5-3,Crobat,Rare Holo,Hidden Legends,EX,9.41,9.59,2004/06/01,[169],Midori Harada,#74
ex4-10,Team Magma's Houndoom,Rare Holo,Team Magma vs Team Aqua,EX,48.99,27.81,2004/03/01,[229],Ken Ikuji,#120
base6-8,Dark Slowbro,Rare Holo,Legendary Collection,Other,29.16,99.99,2002/05/24,[80],Mitsuhiro Arita,Non référencé
ex2-4,Dusclops,Rare Holo,Sandstorm,EX,14.34,5.35,2003/09/18,[356],Midori Harada,Non référencé
ex14-7,Luvdisc,Rare Holo,Crystal Guardians,EX,5.43,8.01,2006/08/01,[370],Kyoko Umemoto,Non référencé
pl1-13,Rampardos,Rare Holo,Platinum,Platinum,5.67,2.97,2009/02/11,[409],Masakazu Fukuda,Non référencé
dp3-12,Lickilicky,Rare Holo,Secret Wonders,Diamond & Pearl,5.1,3.14,2007/11/01,[463],Kazuyuki Kano,Non référencé
ex4-11,Team Magma's Rhydon,Rare Holo,Team Magma vs Team Aqua,EX,12.98,22.47,2004/03/01,[112],T. Honda,Non référencé
col1-11,Jirachi,Rare Holo,Call of Legends,HeartGold & SoulSilver,11.17,10.04,2011/02/09,[385],match,#49
hsp-HGSS02,Lugia,Promo,HGSS Black Star Promos,HeartGold & SoulSilver,49.84,,2010/02/10,[249],Takashi Yamaguchi,#15
ex1-3,Blaziken,Rare Holo,Ruby & Sapphire,EX,30.69,34.44,2003/07/01,[257],Kouki Saitou,#29
ex8-11,Metagross,Rare Holo,Deoxys,EX,18.93,26.61,2005/02/01,[376],Hisao Nakamura,#34
pl2-7,Jirachi,Rare Holo,Rising Rivals,Platinum,12.57,7.44,2009/05/16,[385],Kenkichi Toyama,#49
ex6-6,Kangaskhan,Rare Holo,FireRed & LeafGreen,EX,12.01,11.9,2004/09/01,[115],Naoyo Kimura,Non référencé
ex14-8,Manectric,Rare Holo,Crystal Guardians,EX,5.72,7.65,2006/08/01,[310],Hisao Nakamura,Non référencé
g1-2,M Venusaur-EX,Rare Holo EX,Generations,XY,8.74,,2016/02/22,[3],5ban Graphics,#183
base1-10,Mewtwo,Rare Holo,Base,Base,37.63,,1999/01/09,[150],Ken Sugimori,#33
ex3-11,Shedinja,Rare Holo,Dragon,EX,30.31,12.99,2003/11/24,[292],Kagemaru Himeno,#236
pop2-6,Venusaur,Rare,POP Series 2,POP,19.79,,2005/08/01,[3],Mitsuhiro Arita,#183
ex7-11,Jumpluff,Rare Holo,Team Rocket Returns,EX,8.23,15.48,2004/11/01,[189],Kyoko Umemoto,Non référencé
dp5-2,Cresselia,Rare Holo,Majestic Dawn,Diamond & Pearl,7.55,9.97,2008/05/01,[488],Mitsuhiro Arita,Non référencé
ex11-14,Salamence δ,Rare Holo,Delta Species,EX,19.64,39.99,2005/10/31,[373],Ryo Ueda,#62
ecard2-H14,Kingdra,Rare Holo,Aquapolis,E-Card,92.25,,2003/01/15,[230],Atsuko Nishida,Non référencé
ex12-14,Wailord,Rare Holo,Legend Maker,EX,7.64,15.3,2006/02/01,[321],Kouki Saitou,Non référencé
ex15-2,Feraligatr δ,Rare Holo,Dragon Frontiers,EX,18.64,47.57,2006/11/01,[160],Kouki Saitou,#97
ex9-12,Chimecho,Rare,Emerald,EX,,18.6,2005/05/01,[358],Kagemaru Himeno,Non référencé
ex4-13,Raichu,Rare,Team Magma vs Team Aqua,EX,,33.06,2004/03/01,[26],Ken Sugimori,#165
pop2-4,Suicune,Rare,POP Series 2,POP,23.9,,2005/08/01,[245],Kouki Saitou,#57
pl3-8,Rayquaza C,Rare Holo,Supreme Victors,Platinum,32.56,40.0,2009/08/19,[384],kawayoo,#8
ex3-8,Plusle,Rare Holo,Dragon,EX,22.0,19.25,2003/11/24,[311],Atsuko Nishida,Non référencé
dpp-DP09,Torterra LV.X,Promo,DP Black Star Promos,Diamond & Pearl,16.34,,2007/05/01,[389],Shizurow,#83
ecard1-2,Ampharos,Rare Holo,Expedition Base Set,E-Card,48.12,23.95,2002/09/15,[181],Atsuko Nishida,#41
base6-9,Dark Vaporeon,Rare Holo,Legendary Collection,Other,120.4,157.76,2002/05/24,[134],Mitsuhiro Arita,#118
base4-10,Mewtwo,Rare Holo,Base Set 2,Base,33.7,,2000/02/24,[150],Ken Sugimori,#33
dpp-DP10,Infernape LV.X,Promo,DP Black Star Promos,Diamond & Pearl,21.17,,2007/05/01,[392],Shizurow,#40
hgss3-5,Houndoom,Rare Holo,HS—Undaunted,HeartGold & SoulSilver,7.06,4.73,2010/08/18,[229],Kagemaru Himeno,#120
dp4-8,Sceptile,Rare Holo,Great Encounters,Diamond & Pearl,11.31,7.73,2008/02/01,[254],Masakazu Fukuda,#28
ex10-9,Meganium,Rare Holo,Unseen Forces,EX,15.58,24.8,2005/08/01,[154],Atsuko Nishida,Non référencé
dp6-1,Deoxys Normal Forme,Rare Holo,Legends Awakened,Diamond & Pearl,9.35,10.32,2008/08/01,[386],Kent Kanetsuna,#179
base6-10,Flareon,Rare Holo,Legendary Collection,Other,51.61,134.49,2002/05/24,[136],Kagemaru Himeno,Non référencé
ex16-2,Altaria,Rare Holo,Power Keepers,EX,5.17,10.97,2007/02/02,[334],Ken Sugimori,#105
hgss1-13,Wobbuffet,Rare Holo,HeartGold & SoulSilver,HeartGold & SoulSilver,6.04,4.42,2010/02/10,[202],Yuka Morii,#228
ex2-5,Flareon,Rare Holo,Sandstorm,EX,41.0,16.1,2003/09/18,[136],Midori Harada,Non référencé
base4-11,Nidoking,Rare Holo,Base Set 2,Base,18.38,,2000/02/24,[34],Ken Sugimori,#156
ex4-12,Team Magma's Torkoal,Rare Holo,Team Magma vs Team Aqua,EX,14.1,8.14,2004/03/01,[324],K. Hoshiba,Non référencé
ex12-13,Victreebel,Rare Holo,Legend Maker,EX,8.14,15.22,2006/02/01,[71],Sumiyoshi Kizuki,Non référencé
dp2-5,Blissey,Rare Holo,Mysterious Treasures,Diamond & Pearl,5.01,2.1,2007/08/01,[242],Kagemaru Himeno,Non référencé
dpp-DP11,Empoleon LV.X,Promo,DP Black Star Promos,Diamond & Pearl,15.42,,2007/05/01,[395],Shizurow,#72
base1-11,Nidoking,Rare Holo,Base,Base,27.62,,1999/01/09,[34],Ken Sugimori,#156
pl2-8,Lucario GL,Rare Holo,Rising Rivals,Platinum,7.61,9.98,2009/05/16,[448],Kagemaru Himeno,#2
ex2-6,Jolteon,Rare Holo,Sandstorm,EX,39.47,36.53,2003/09/18,[135],Atsuko Nishida,#168
np-1,Kyogre ex,Promo,Nintendo Black Star Promos,NP,79.75,,2003/10/01,[382],Hiromichi Sugiyama,#115
base1-12,Ninetales,Rare Holo,Base,Base,23.5,,1999/01/09,[38],Ken Sugimori,#91
bw9-11,Leafeon,Rare,Plasma Freeze,Black & White,,9.93,2013/05/08,[470],5ban Graphics,#80
pl3-12,Swampert,Rare Holo,Supreme Victors,Platinum,7.31,4.63,2009/08/19,[260],Kagemaru Himeno,#56
hgss3-8,Smeargle,Rare Holo,HS—Undaunted,HeartGold & SoulSilver,4.87,6.47,2010/08/18,[235],Midori Harada,Non référencé
ex6-8,Nidoking,Rare Holo,FireRed & LeafGreen,EX,20.84,34.95,2004/09/01,[34],Hisao Nakamura,#156
base6-13,Hitmonlee,Rare Holo,Legendary Collection,Other,28.12,87.98,2002/05/24,[106],Ken Sugimori,Non référencé
hgss1-14,Ampharos,Rare,HeartGold & SoulSilver,HeartGold & SoulSilver,,8.25,2010/02/10,[181],Masakazu Fukuda,#41
dp5-4,Dialga,Rare Holo,Majestic Dawn,Diamond & Pearl,14.96,12.89,2008/05/01,[483],Masakazu Fukuda,#125
ecard1-5,Butterfree,Rare Holo,Expedition Base Set,E-Card,80.0,24.78,2002/09/15,[12],Sumiyoshi Kizuki,Non référencé
base6-12,Gyarados,Rare Holo,Legendary Collection,Other,45.0,148.85,2002/05/24,[130],Mitsuhiro Arita,Non référencé
ecard1-3,Arbok,Rare Holo,Expedition Base Set,E-Card,45.02,9.99,2002/09/15,[24],Kyoko Umemoto,Non référencé
base4-12,Nidoqueen,Rare Holo,Base Set 2,Base,19.69,,2000/02/24,[31],Ken Sugimori,Non référencé
ex12-15,Absol,Rare,Legend Maker,EX,,26.97,2006/02/01,[359],Midori Harada,#53
ex5-6,Exploud,Rare Holo,Hidden Legends,EX,11.19,12.21,2004/06/01,[295],Tomokazu Komiya,Non référencé
dp6-3,Froslass,Rare Holo,Legends Awakened,Diamond & Pearl,6.42,6.27,2008/08/01,[478],Kagemaru Himeno,#185
ex14-10,Sableye,Rare Holo,Crystal Guardians,EX,15.91,12.1,2006/08/01,[302],Yukiko Baba,#207
ex9-13,Glalie,Rare,Emerald,EX,,10.0,2005/05/01,[362],Atsuko Nishida,Non référencé
ex3-12,Torkoal,Rare Holo,Dragon,EX,25.5,12.0,2003/11/24,[324],Kagemaru Himeno,Non référencé
ex15-3,Heracross δ,Rare Holo,Dragon Frontiers,EX,15.02,11.01,2006/11/01,[214],Mitsuhiro Arita,#107
ex16-4,Banette,Rare Holo,Power Keepers,EX,4.39,5.02,2007/02/02,[354],Ken Sugimori,#182
pl2-9,Luxray GL,Rare Holo,Rising Rivals,Platinum,11.34,11.04,2009/05/16,[405],Kouki Saitou,#21
hgss3-7,Scizor,Rare Holo,HS—Undaunted,HeartGold & SoulSilver,13.15,13.76,2010/08/18,[212],Kent Kanetsuna/Direc. Shinji Higuchi,#37
ex13-10,Kingdra δ,Rare Holo,Holon Phantoms,EX,15.93,39.97,2006/05/01,[230],Masakazu Fukuda,Non référencé
dp7-3,Infernape,Rare Holo,Stormfront,Diamond & Pearl,5.06,7.43,2008/11/01,[392],Mitsuhiro Arita,#40
ex7-12,Kingdra,Rare Holo,Team Rocket Returns,EX,16.58,25.68,2004/11/01,[230],Kagemaru Himeno,Non référencé
ecard1-4,Blastoise,Rare Holo,Expedition Base Set,E-Card,225.18,116.64,2002/09/15,[9],Kimiya Masago,#106
ex2-7,Ludicolo,Rare Holo,Sandstorm,EX,22.68,16.68,2003/09/18,[272],Tomokazu Komiya,#214
swshp-SWSH003,Sobble,Promo,SWSH Black Star Promos,Sword & Shield,5.17,,2019/11/15,[816],Mizue,#103
dpp-DP12,Lucario LV.X,Promo,DP Black Star Promos,Diamond & Pearl,35.18,,2007/05/01,[448],Ryo Ueda,#2
ex14-9,Mawile,Rare Holo,Crystal Guardians,EX,5.64,9.44,2006/08/01,[303],Kagemaru Himeno,#116
ex10-12,Porygon2,Rare Holo,Unseen Forces,EX,9.72,21.31,2005/08/01,[233],Kagemaru Himeno,#161
col1-13,Leafeon,Rare Holo,Call of Legends,HeartGold & SoulSilver,12.07,14.97,2011/02/09,[470],match,#80
dp3-15,Mew,Rare Holo,Secret Wonders,Diamond & Pearl,40.12,25.97,2007/11/01,[151],Kagemaru Himeno,#33
np-2,Groudon ex,Promo,Nintendo Black Star Promos,NP,39.97,,2003/10/01,[383],Kazuo Yazawa,#153
base4-13,Ninetales,Rare Holo,Base Set 2,Base,20.43,,2000/02/24,[38],Ken Sugimori,#91
ex11-15,Starmie δ,Rare Holo,Delta Species,EX,19.74,12.29,2005/10/31,[121],Masakazu Fukuda,Non référencé
ex1-5,Delcatty,Rare Holo,Ruby & Sapphire,EX,9.76,14.48,2003/07/01,[301],Atsuko Nishida,Non référencé
ex8-12,Mightyena,Rare Holo,Deoxys,EX,10.43,8.1,2005/02/01,[262],Naoyo Kimura,#238
pl1-15,Shaymin,Rare Holo,Platinum,Platinum,8.93,2.47,2009/02/11,[492],Atsuko Nishida,#100
ecard2-H16,Magneton,Rare Holo,Aquapolis,E-Card,68.0,,2003/01/15,[82],Hikaru Koike,Non référencé
base4-14,Pidgeot,Rare Holo,Base Set 2,Base,21.91,,2000/02/24,[18],Kagemaru Himeno,Non référencé
ex9-14,Groudon,Rare,Emerald,EX,,5.08,2005/05/01,[383],Kouki Saitou,#153
ex1-6,Dustox,Rare Holo,Ruby & Sapphire,EX,10.48,7.58,2003/07/01,[269],Midori Harada,Non référencé
dp2-7,Celebi,Rare Holo,Mysterious Treasures,Diamond & Pearl,10.39,7.34,2007/08/01,[251],Kagemaru Himeno,#84
hgss3-10,Umbreon,Rare Holo,HS—Undaunted,HeartGold & SoulSilver,22.86,31.67,2010/08/18,[197],Mitsuhiro Arita,#5
col1-14,Lucario,Rare Holo,Call of Legends,HeartGold & SoulSilver,8.71,7.79,2011/02/09,[448],Takashi Yamaguchi,#2
basep-10,Meowth,Promo,Wizards Black Star Promos,Base,13.25,,1999/07/01,[52],Kagemaru Himeno,Non référencé
ex7-13,Piloswine,Rare Holo,Team Rocket Returns,EX,12.44,11.57,2004/11/01,[221],Tomokazu Komiya,Non référencé
base1-13,Poliwrath,Rare Holo,Base,Base,19.56,,1999/01/09,[62],Ken Sugimori,Non référencé
ex10-13,Slowbro,Rare Holo,Unseen Forces,EX,15.02,18.01,2005/08/01,[80],Midori Harada,Non référencé
ex13-11,Latias δ,Rare Holo,Holon Phantoms,EX,29.98,39.99,2006/05/01,[380],Masakazu Fukuda,#99
hgss3-9,Togekiss,Rare Holo,HS—Undaunted,HeartGold & SoulSilver,3.11,8.01,2010/08/18,[468],Atsuko Nishida,#139
bw9-13,Heatran-EX,Rare Holo EX,Plasma Freeze,Black & White,5.05,,2013/05/08,[485],Eske Yoshinob,Non référencé
xyp-XY05,Xerneas,Promo,XY Black Star Promos,XY,5.19,,2013/10/12,[716],5ban Graphics,#101
sm9-14,Charizard,Rare,Team Up,Sun & Moon,,9.63,2019/02/01,[6],Masakazu Fukuda,#4
bw9-12,Flareon,Uncommon,Plasma Freeze,Black & White,,13.62,2013/05/08,[136],5ban Graphics,Non référencé
ex5-7,Heracross,Rare Holo,Hidden Legends,EX,9.72,6.49,2004/06/01,[214],Hajime Kusajima,#107
xy3-5,M Heracross-EX,Rare Holo EX,Furious Fists,XY,8.18,,2014/08/13,[214],5ban Graphics,#107
dp1-13,Roserade,Rare Holo,Diamond & Pearl,Diamond & Pearl,5.95,1.98,2007/05/01,[407],Nakaoka,#205
pl3-13,Venusaur,Rare Holo,Supreme Victors,Platinum,19.35,14.11,2009/08/19,[3],Kouki Saitou,#183
dp3-16,Raikou,Rare Holo,Secret Wonders,Diamond & Pearl,9.52,17.81,2007/11/01,[243],Ryo Ueda,Non référencé
ex15-4,Meganium δ,Rare Holo,Dragon Frontiers,EX,17.95,28.84,2006/11/01,[154],Sumiyoshi Kizuki,Non référencé
dpp-DP13,Buizel,Promo,DP Black Star Promos,Diamond & Pearl,7.38,,2007/05/01,[418],Mitsuhiro Arita,Non référencé
ex8-13,Ninjask,Rare Holo,Deoxys,EX,7.13,6.4,2005/02/01,[291],Katsura Tabata,Non référencé
base6-14,Jolteon,Rare Holo,Legendary Collection,Other,54.99,200.0,2002/05/24,[135],Kagemaru Himeno,#168
ex6-9,Nidoqueen,Rare Holo,FireRed & LeafGreen,EX,14.22,17.83,2004/09/01,[31],Naoyo Kimura,Non référencé
np-3,Treecko,Promo,Nintendo Black Star Promos,NP,,6.1,2003/10/01,[252],Atsuko Nishida,#202
ex16-5,Blaziken,Rare Holo,Power Keepers,EX,11.02,15.83,2007/02/02,[257],Masakazu Fukuda,#29
ex7-14,Togetic,Rare Holo,Team Rocket Returns,EX,49.99,36.95,2004/11/01,[176],Sumiyoshi Kizuki,Non référencé
base4-15,Poliwrath,Rare Holo,Base Set 2,Base,8.04,,2000/02/24,[62],Ken Sugimori,Non référencé
sma-SV6,Charmander,Rare Shiny,Hidden Fates Shiny Vault,Sun & Moon,6.52,,2019/08/23,[4],kirisAki,#130
ex2-8,Lunatone,Rare Holo,Sandstorm,EX,19.2,14.02,2003/09/18,[337],Hajime Kusajima,Non référencé
ex6-10,Pidgeot,Rare Holo,FireRed & LeafGreen,EX,8.28,18.94,2004/09/01,[18],Midori Harada,Non référencé
ex9-15,Kyogre,Rare,Emerald,EX,,44.88,2005/05/01,[382],Kouki Saitou,#115
dpp-DP14,Chatot,Promo,DP Black Star Promos,Diamond & Pearl,12.5,,2007/05/01,[441],Masakazu Fukuda,Non référencé
bw10-16,Blastoise,Rare Holo,Plasma Blast,Black & White,6.37,10.1,2013/08/14,[9],Satoshi Shirai,#106
ex9-16,Manectric,Rare,Emerald,EX,,13.7,2005/05/01,[310],Kagemaru Himeno,Non référencé
dp6-5,Gliscor,Rare Holo,Legends Awakened,Diamond & Pearl,7.97,2.97,2008/08/01,[472],Kent Kanetsuna,#146
ex15-5,Milotic δ,Rare Holo,Dragon Frontiers,EX,17.43,33.32,2006/11/01,[350],Midori Harada,#51
pl3-15,Arcanine G,Rare,Supreme Victors,Platinum,,6.86,2009/08/19,[59],Yusuke Ishikawa,#48
base1-15,Venusaur,Rare Holo,Base,Base,121.3,,1999/01/09,[3],Mitsuhiro Arita,#183
ex13-12,Latios δ,Rare Holo,Holon Phantoms,EX,17.53,32.84,2006/05/01,[381],Mitsuhiro Arita,#149
ex7-15,Dark Dragonite,Rare,Team Rocket Returns,EX,,150.56,2004/11/01,[149],Nakaoka,#32
pl2-10,Mismagius GL,Rare Holo,Rising Rivals,Platinum,5.71,2.41,2009/05/16,[429],Naoyo Kimura,#211
ex6-11,Poliwrath,Rare Holo,FireRed & LeafGreen,EX,13.79,12.0,2004/09/01,[62],Ken Sugimori,Non référencé
ecard2-H18,Nidoking,Rare Holo,Aquapolis,E-Card,49.73,,2003/01/15,[34],Naoyo Kimura,#156
dp3-18,Salamence,Rare Holo,Secret Wonders,Diamond & Pearl,10.89,8.99,2007/11/01,[373],Kazuyuki Kano,#62
base6-15,Machamp,Rare Holo,Legendary Collection,Other,30.08,170.0,2002/05/24,[68],Ken Sugimori,Non référencé
ex3-15,Flygon,Rare,Dragon,EX,,9.09,2003/11/24,[330],Hajime Kusajima,#26
ecard1-7,Clefable,Rare Holo,Expedition Base Set,E-Card,53.5,20.78,2002/09/15,[36],Kagemaru Himeno,Non référencé
ex11-17,Umbreon δ,Rare Holo,Delta Species,EX,133.73,108.24,2005/10/31,[197],Ryo Ueda,#5
ex9-17,Nosepass,Rare,Emerald,EX,,5.99,2005/05/01,[299],Kouki Saitou,Non référencé
dpp-DP15,Shinx,Promo,DP Black Star Promos,Diamond & Pearl,22.99,,2007/05/01,[403],Kagemaru Himeno,#219
swshp-SWSH006,Rillaboom,Promo,SWSH Black Star Promos,Sword & Shield,7.19,,2019/11/15,[812],Kouki Saitou,#216
pop8-8,Luxio,Uncommon,POP Series 8,POP,6.49,,2008/09/01,[404],Kagemaru Himeno,Non référencé
ex8-14,Shedinja,Rare Holo,Deoxys,EX,13.51,10.19,2005/02/01,[292],Yukiko Baba,#236
ex10-16,Sunflora,Rare Holo,Unseen Forces,EX,10.45,7.69,2005/08/01,[192],Sumiyoshi Kizuki,Non référencé
