id,name,rarity,collection,series,holofoil_price,reverse_holofoil_price,release_date,nationalPokedexNumbers,artist,images_url,popularity_rank
pop1-1,Blaziken,Rare,POP Series 1,POP,6.80,,2004/09/01,[257],Katsura Tabata,https://images.pokemontcg.io/pop1/1_hires.png,#29
pop7-3,Latias,Rare,POP Series 7,POP,8.70,,2008/03/01,[380],Daisuke Ito,https://images.pokemontcg.io/pop7/3_hires.png,#99
hgss1-4,Gyarados,Rare Holo,HeartGold & SoulSilver,HeartGold & SoulSilver,10.56,17.31,2010/02/10,[130],Mitsuhiro Arita,https://images.pokemontcg.io/hgss1/4_hires.png,Not Referenced
xy1-2,M Venusaur-EX,Rare Holo EX,XY,XY,7.97,,2014/02/05,[3],5ban Graphics,https://images.pokemontcg.io/xy1/2_hires.png,#183
ex8-2,Beautifly,Rare Holo,Deoxys,EX,10.98,9.18,2005/02/01,[267],Kagemaru Himeno,https://images.pokemontcg.io/ex8/2_hires.png,Not Referenced
col1-3,Dialga,Rare Holo,Call of Legends,HeartGold & SoulSilver,11.90,9.98,2011/02/09,[483],Ayaka Yoshida,https://images.pokemontcg.io/col1/3_hires.png,#125
base6-2,Articuno,Rare Holo,Legendary Collection,Other,39.81,195.00,2002/05/24,[144],Mitsuhiro Arita,https://images.pokemontcg.io/base6/2_hires.png,#184
base4-4,Charizard,Rare Holo,Base Set 2,Base,270.95,,2000/02/24,[6],Mitsuhiro Arita,https://images.pokemontcg.io/base4/4_hires.png,#4
ex7-4,Dark Electrode,Rare Holo,Team Rocket Returns,EX,23.94,38.92,2004/11/01,[101],Kouki Saitou,https://images.pokemontcg.io/ex7/4_hires.png,Not Referenced
ex11-5,Flareon δ,Rare Holo,Delta Species,EX,56.30,99.98,2005/10/31,[136],Kouki Saitou,https://images.pokemontcg.io/ex11/5_hires.png,Not Referenced
ex10-2,Ariados,Rare Holo,Unseen Forces,EX,7.12,12.24,2005/08/01,[168],Mitsuhiro Arita,https://images.pokemontcg.io/ex10/2_hires.png,Not Referenced
pl1-5,Dialga,Rare Holo,Platinum,Platinum,7.25,2.67,2009/02/11,[483],Mitsuhiro Arita,https://images.pokemontcg.io/pl1/5_hires.png,#125
hgss2-1,Jirachi,Rare Holo,HS—Unleashed,HeartGold & SoulSilver,7.29,9.00,2010/05/12,[385],Wataru Kawahara,https://images.pokemontcg.io/hgss2/1_hires.png,#49
pl4-1,Charizard,Rare Holo,Arceus,Platinum,42.47,50.00,2009/11/04,[6],Kagemaru Himeno,https://images.pokemontcg.io/pl4/1_hires.png,#4
ex9-3,Exploud,Rare Holo,Emerald,EX,11.23,,2005/05/01,[295],Hajime Kusajima,https://images.pokemontcg.io/ex9/3_hires.png,Not Referenced
ex4-2,Team Aqua's Crawdaunt,Rare Holo,Team Magma vs Team Aqua,EX,7.43,7.45,2004/03/01,[342],Nakaoka,https://images.pokemontcg.io/ex4/2_hires.png,Not Referenced
pop5-2,Lugia,Rare,POP Series 5,POP,31.87,,2007/03/01,[249],Mitsuhiro Arita,https://images.pokemontcg.io/pop5/2_hires.png,#15
dp4-2,Cresselia,Rare Holo,Great Encounters,Diamond & Pearl,8.64,5.63,2008/02/01,[488],Ryo Ueda,https://images.pokemontcg.io/dp4/2_hires.png,Not Referenced
pop3-2,Flareon,Rare,POP Series 3,POP,9.01,,2006/04/01,[136],Masakazu Fukuda,https://images.pokemontcg.io/pop3/2_hires.png,Not Referenced
bw5-3,Venusaur,Rare Holo,Dark Explorers,Black & White,5.44,13.01,2012/05/09,[3],Masakazu Fukuda,https://images.pokemontcg.io/bw5/3_hires.png,#183
ex12-5,Gengar,Rare Holo,Legend Maker,EX,29.44,69.99,2006/02/01,[94],Kouki Saitou,https://images.pokemontcg.io/ex12/5_hires.png,#10
pop4-3,Flygon,Rare,POP Series 4,POP,9.47,,2006/08/01,[330],Hisao Nakamura,https://images.pokemontcg.io/pop4/3_hires.png,#26
ex9-4,Gardevoir,Rare Holo,Emerald,EX,18.74,49.99,2005/05/01,[282],Kagemaru Himeno,https://images.pokemontcg.io/ex9/4_hires.png,#9
dp4-3,Darkrai,Rare Holo,Great Encounters,Diamond & Pearl,12.39,6.52,2008/02/01,[491],Masakazu Fukuda,https://images.pokemontcg.io/dp4/3_hires.png,#44
pop1-3,Rayquaza,Rare,POP Series 1,POP,13.71,,2004/09/01,[384],Katsura Tabata,https://images.pokemontcg.io/pop1/3_hires.png,#8
bw11-3,Shuckle,Uncommon,Legendary Treasures,Black & White,,10.18,2013/11/06,[213],MAHOU,https://images.pokemontcg.io/bw11/3_hires.png,#223
pop7-4,Latios,Rare,POP Series 7,POP,6.15,,2008/03/01,[381],Daisuke Ito,https://images.pokemontcg.io/pop7/4_hires.png,#149
bw5-2,Ivysaur,Uncommon,Dark Explorers,Black & White,,11.52,2012/05/09,[2],sui,https://images.pokemontcg.io/bw5/2_hires.png,Not Referenced
dv1-4,Dragonair,Rare Holo,Dragon Vault,Black & White,5.08,,2012/10/05,[148],Kagemaru Himeno,,#169
dp1-2,Dusknoir,Rare Holo,Diamond & Pearl,Diamond & Pearl,8.61,6.41,2007/05/01,[477],Takabon,https://images.pokemontcg.io/dp1/2_hires.png,Not Referenced
dp3-4,Entei,Rare Holo,Secret Wonders,Diamond & Pearl,12.68,12.18,2007/11/01,[244],Ryo Ueda,https://images.pokemontcg.io/dp3/4_hires.png,#186
ex10-1,Ampharos,Rare Holo,Unseen Forces,EX,21.78,20.23,2005/08/01,[181],Kyoko Umemoto,https://images.pokemontcg.io/ex10/1_hires.png,#41
ex3-5,Golem,Rare Holo,Dragon,EX,13.38,8.92,2003/11/24,[76],Hisao Nakamura,https://images.pokemontcg.io/ex3/5_hires.png,Not Referenced
ex4-3,Team Aqua's Kyogre,Rare Holo,Team Magma vs Team Aqua,EX,39.63,47.65,2004/03/01,[382],K. Hoshiba,https://images.pokemontcg.io/ex4/3_hires.png,#115
dv1-5,Dragonite,Rare Holo,Dragon Vault,Black & White,6.68,,2012/10/05,[149],Mitsuhiro Arita,https://images.pokemontcg.io/dv1/5_hires.png,#32
dp3-5,Flygon,Rare Holo,Secret Wonders,Diamond & Pearl,9.93,4.88,2007/11/01,[330],Daisuke Ito,https://images.pokemontcg.io/dp3/5_hires.png,#26
ex8-3,Breloom,Rare Holo,Deoxys,EX,17.85,14.00,2005/02/01,[286],Hajime Kusajima,https://images.pokemontcg.io/ex8/3_hires.png,#144
dpp-DP03,Piplup,Promo,DP Black Star Promos,Diamond & Pearl,7.11,,2007/05/01,[393],Atsuko Nishida,https://images.pokemontcg.io/dpp/DP03_hires.png,#38
ex14-2,Blastoise δ,Rare Holo,Crystal Guardians,EX,52.85,85.76,2006/08/01,[9],Masakazu Fukuda,https://images.pokemontcg.io/ex14/2_hires.png,#106
det1-5,Charizard,Rare Ultra,Detective Pikachu,Sun & Moon,5.10,,2019/04/05,[6],Framestore,,#4
pl1-6,Dialga,Rare Holo,Platinum,Platinum,5.51,3.96,2009/02/11,[483],Kouki Saitou,https://images.pokemontcg.io/pl1/6_hires.png,#125
sm75-3,Charizard,Rare Holo,Dragon Majesty,Sun & Moon,5.21,11.04,2018/09/07,[6],Ryota Murayama,https://images.pokemontcg.io/sm75/3_hires.png,#4
pop3-4,Minun,Rare,POP Series 3,POP,7.27,,2006/04/01,[312],Sumiyoshi Kizuki,https://images.pokemontcg.io/pop3/4_hires.png,Not Referenced
hgss1-6,Jumpluff,Rare Holo,HeartGold & SoulSilver,HeartGold & SoulSilver,4.88,5.12,2010/02/10,[189],sui,https://images.pokemontcg.io/hgss1/6_hires.png,Not Referenced
sm12-4,Vileplume-GX,Rare Holo GX,Cosmic Eclipse,Sun & Moon,5.19,,2019/11/01,[45],Kagemaru Himeno,,Not Referenced
base4-5,Clefable,Rare Holo,Base Set 2,Base,13.23,,2000/02/24,[36],Mitsuhiro Arita,https://images.pokemontcg.io/base4/5_hires.png,Not Referenced
pop3-5,Plusle,Rare,POP Series 3,POP,5.53,,2006/04/01,[311],Sumiyoshi Kizuki,https://images.pokemontcg.io/pop3/5_hires.png,Not Referenced
ex7-6,Dark Hypno,Rare Holo,Team Rocket Returns,EX,22.89,24.32,2004/11/01,[97],Kouki Saitou,https://images.pokemontcg.io/ex7/6_hires.png,Not Referenced
pl1-7,Dialga G,Rare Holo,Platinum,Platinum,8.69,5.54,2009/02/11,[483],Yusuke Ishikawa,https://images.pokemontcg.io/pl1/7_hires.png,#125
pl1-8,Gardevoir,Rare Holo,Platinum,Platinum,10.92,6.48,2009/02/11,[282],Kouki Saitou,https://images.pokemontcg.io/pl1/8_hires.png,#9
ex12-8,Lapras,Rare Holo,Legend Maker,EX,22.35,52.18,2006/02/01,[131],Kagemaru Himeno,https://images.pokemontcg.io/ex12/8_hires.png,#66
dp3-8,Gastrodon East Sea,Rare Holo,Secret Wonders,Diamond & Pearl,9.97,7.01,2007/11/01,[423],Kazuyuki Kano,https://images.pokemontcg.io/dp3/8_hires.png,Not Referenced
ex14-4,Charizard δ,Rare Holo,Crystal Guardians,EX,295.44,420.41,2006/08/01,[6],Kouki Saitou,https://images.pokemontcg.io/ex14/4_hires.png,#4
pop9-3,Raichu,Rare,POP Series 9,POP,,7.84,2009/03/01,[26],Midori Harada,https://images.pokemontcg.io/pop9/3_hires.png,#165
ex11-6,Gardevoir δ,Rare Holo,Delta Species,EX,31.17,33.02,2005/10/31,[282],Mitsuhiro Arita,https://images.pokemontcg.io/ex11/6_hires.png,#9
hgss2-4,Metagross,Rare Holo,HS—Unleashed,HeartGold & SoulSilver,2.55,5.07,2010/05/12,[376],Wataru Kawahara,https://images.pokemontcg.io/hgss2/4_hires.png,#34
col1-4,Espeon,Rare Holo,Call of Legends,HeartGold & SoulSilver,18.09,26.60,2011/02/09,[196],match,https://images.pokemontcg.io/col1/4_hires.png,#46
bw5-4,Scyther,Uncommon,Dark Explorers,Black & White,,5.75,2012/05/09,[123],Naoki Saito,https://images.pokemontcg.io/bw5/4_hires.png,Not Referenced
ex12-7,Kabutops,Rare Holo,Legend Maker,EX,14.91,19.97,2006/02/01,[141],Mitsuhiro Arita,https://images.pokemontcg.io/ex12/7_hires.png,Not Referenced
hgss1-7,Ninetales,Rare Holo,HeartGold & SoulSilver,HeartGold & SoulSilver,16.44,14.23,2010/02/10,[38],TOKIYA,https://images.pokemontcg.io/hgss1/7_hires.png,#91
dp1-5,Infernape,Rare Holo,Diamond & Pearl,Diamond & Pearl,6.58,7.80,2007/05/01,[392],Nakaoka,https://images.pokemontcg.io/dp1/5_hires.png,#40
base1-4,Charizard,Rare Holo,Base,Base,419.30,,1999/01/09,[6],Mitsuhiro Arita,https://images.pokemontcg.io/base1/4_hires.png,#4
pl3-5,Garchomp,Rare Holo,Supreme Victors,Platinum,16.57,10.46,2009/08/19,[445],Mitsuhiro Arita,https://images.pokemontcg.io/pl3/5_hires.png,#7
ex9-6,Kyogre,Rare Holo,Emerald,EX,25.51,55.73,2005/05/01,[382],Masakazu Fukuda,https://images.pokemontcg.io/ex9/6_hires.png,#115
ex3-6,Grumpig,Rare Holo,Dragon,EX,11.35,4.32,2003/11/24,[326],Midori Harada,https://images.pokemontcg.io/ex3/6_hires.png,Not Referenced
dp4-5,Pachirisu,Rare Holo,Great Encounters,Diamond & Pearl,7.42,4.64,2008/02/01,[417],Hironobu Yoshida,https://images.pokemontcg.io/dp4/5_hires.png,#200
pop3-6,Vaporeon,Rare,POP Series 3,POP,8.73,,2006/04/01,[134],Masakazu Fukuda,https://images.pokemontcg.io/pop3/6_hires.png,#118
hgss4-8,Rapidash,Rare Holo,HS—Triumphant,HeartGold & SoulSilver,6.96,7.50,2010/11/03,[78],Kyoko Umemoto,https://images.pokemontcg.io/hgss4/8_hires.png,Not Referenced
pl1-9,Giratina,Rare Holo,Platinum,Platinum,15.20,10.75,2009/02/11,[487],Kouki Saitou,https://images.pokemontcg.io/pl1/9_hires.png,#77
ex3-7,Minun,Rare Holo,Dragon,EX,24.85,12.02,2003/11/24,[312],Atsuko Nishida,https://images.pokemontcg.io/ex3/7_hires.png,Not Referenced
dp4-4,Darkrai,Rare Holo,Great Encounters,Diamond & Pearl,7.44,7.94,2008/02/01,[491],Ryo Ueda,https://images.pokemontcg.io/dp4/4_hires.png,#44
pop1-4,Sceptile,Rare,POP Series 1,POP,8.98,,2004/09/01,[254],Hiromichi Sugiyama,https://images.pokemontcg.io/pop1/4_hires.png,#28
ex12-6,Golem,Rare Holo,Legend Maker,EX,4.68,12.99,2006/02/01,[76],Hajime Kusajima,https://images.pokemontcg.io/ex12/6_hires.png,Not Referenced
base6-4,Dark Blastoise,Rare Holo,Legendary Collection,Other,88.30,342.48,2002/05/24,[9],Mitsuhiro Arita,https://images.pokemontcg.io/base6/4_hires.png,#106
dp3-6,Gallade,Rare Holo,Secret Wonders,Diamond & Pearl,7.52,3.16,2007/11/01,[475],Daisuke Ito,https://images.pokemontcg.io/dp3/6_hires.png,#127
ex4-4,Team Aqua's Manectric,Rare Holo,Team Magma vs Team Aqua,EX,11.56,15.50,2004/03/01,[310],K. Utsunomiya,https://images.pokemontcg.io/ex4/4_hires.png,Not Referenced
ex13-4,Deoxys δ,Rare Holo,Holon Phantoms,EX,14.92,44.00,2006/05/01,[386],Kagemaru Himeno,https://images.pokemontcg.io/ex13/4_hires.png,#179
dp3-7,Gardevoir,Rare Holo,Secret Wonders,Diamond & Pearl,18.48,18.74,2007/11/01,[282],Atsuko Nishida,https://images.pokemontcg.io/dp3/7_hires.png,#9
ex4-5,Team Aqua's Sharpedo,Rare Holo,Team Magma vs Team Aqua,EX,16.32,14.12,2004/03/01,[319],Katsura Tabata,https://images.pokemontcg.io/ex4/5_hires.png,Not Referenced
pop5-3,Mew δ,Rare,POP Series 5,POP,140.00,,2007/03/01,[151],Masakazu Fukuda,https://images.pokemontcg.io/pop5/3_hires.png,#33
base6-6,Dark Persian,Rare Holo,Legendary Collection,Other,33.91,36.60,2002/05/24,[53],Shin-ichi Yoshida,https://images.pokemontcg.io/base6/6_hires.png,Not Referenced
ex9-7,Manectric,Rare Holo,Emerald,EX,3.61,24.86,2005/05/01,[310],Masakazu Fukuda,https://images.pokemontcg.io/ex9/7_hires.png,Not Referenced
base1-5,Clefairy,Rare Holo,Base,Base,26.55,,1999/01/09,[35],Ken Sugimori,https://images.pokemontcg.io/base1/5_hires.png,Not Referenced
dp4-6,Porygon-Z,Rare Holo,Great Encounters,Diamond & Pearl,5.26,7.28,2008/02/01,[474],Kent Kanetsuna,https://images.pokemontcg.io/dp4/6_hires.png,#161
base1-2,Blastoise,Rare Holo,Base,Base,157.64,,1999/01/09,[9],Ken Sugimori,https://images.pokemontcg.io/base1/2_hires.png,#106
ex8-4,Camerupt,Rare Holo,Deoxys,EX,7.68,5.97,2005/02/01,[323],Tomokazu Komiya,https://images.pokemontcg.io/ex8/4_hires.png,Not Referenced
pop4-4,Mew,Rare,POP Series 4,POP,40.00,,2006/08/01,[151],Nakaoka,https://images.pokemontcg.io/pop4/4_hires.png,#33
dp1-4,Empoleon,Rare Holo,Diamond & Pearl,Diamond & Pearl,5.22,5.75,2007/05/01,[395],Nakaoka,https://images.pokemontcg.io/dp1/4_hires.png,#72
ex10-3,Bellossom,Rare Holo,Unseen Forces,EX,10.69,9.76,2005/08/01,[182],Kouki Saitou,https://images.pokemontcg.io/ex10/3_hires.png,Not Referenced
ex7-5,Dark Houndoom,Rare Holo,Team Rocket Returns,EX,44.07,44.79,2004/11/01,[229],Mitsuhiro Arita,https://images.pokemontcg.io/ex7/5_hires.png,#120
base1-3,Chansey,Rare Holo,Base,Base,33.07,,1999/01/09,[113],Ken Sugimori,https://images.pokemontcg.io/base1/3_hires.png,Not Referenced
ex9-5,Groudon,Rare Holo,Emerald,EX,20.84,42.50,2005/05/01,[383],Kouki Saitou,https://images.pokemontcg.io/ex9/5_hires.png,#153
pl4-4,Kabutops,Rare Holo,Arceus,Platinum,5.24,4.68,2009/11/04,[141],Hajime Kusajima,https://images.pokemontcg.io/pl4/4_hires.png,Not Referenced
base6-5,Dark Dragonite,Rare Holo,Legendary Collection,Other,94.16,337.50,2002/05/24,[149],Mitsuhiro Arita,https://images.pokemontcg.io/base6/5_hires.png,#32
pop9-5,Rotom,Rare,POP Series 9,POP,5.30,,2009/03/01,[479],Masakazu Fukuda,https://images.pokemontcg.io/pop9/5_hires.png,#201
ex10-4,Feraligatr,Rare Holo,Unseen Forces,EX,28.56,16.05,2005/08/01,[160],Masakazu Fukuda,https://images.pokemontcg.io/ex10/4_hires.png,#97
pop1-5,Swampert,Rare,POP Series 1,POP,10.38,,2004/09/01,[260],Hiromichi Sugiyama,https://images.pokemontcg.io/pop1/5_hires.png,#56
ex10-5,Flareon,Rare Holo,Unseen Forces,EX,37.08,64.98,2005/08/01,[136],Naoyo Kimura,https://images.pokemontcg.io/ex10/5_hires.png,Not Referenced
ex11-7,Jolteon δ,Rare Holo,Delta Species,EX,47.93,87.49,2005/10/31,[135],Kouki Saitou,https://images.pokemontcg.io/ex11/7_hires.png,#168
dp1-6,Lucario,Rare Holo,Diamond & Pearl,Diamond & Pearl,12.20,7.96,2007/05/01,[448],Ken Sugimori,https://images.pokemontcg.io/dp1/6_hires.png,#2
base4-6,Clefairy,Rare Holo,Base Set 2,Base,11.32,,2000/02/24,[35],Ken Sugimori,https://images.pokemontcg.io/base4/6_hires.png,Not Referenced
ex8-5,Claydol,Rare Holo,Deoxys,EX,9.17,11.11,2005/02/01,[344],Hajime Kusajima,https://images.pokemontcg.io/ex8/5_hires.png,Not Referenced
pl2-1,Arcanine,Rare Holo,Rising Rivals,Platinum,19.67,15.41,2009/05/16,[59],Masakazu Fukuda,https://images.pokemontcg.io/pl2/1_hires.png,#48
ex12-9,Machamp,Rare Holo,Legend Maker,EX,9.81,20.51,2006/02/01,[68],Kouki Saitou,https://images.pokemontcg.io/ex12/9_hires.png,Not Referenced
base1-6,Gyarados,Rare Holo,Base,Base,38.94,,1999/01/09,[130],Mitsuhiro Arita,https://images.pokemontcg.io/base1/6_hires.png,Not Referenced
hgss1-9,Quagsire,Rare Holo,HeartGold & SoulSilver,HeartGold & SoulSilver,5.64,3.41,2010/02/10,[195],match,https://images.pokemontcg.io/hgss1/9_hires.png,#141
ex9-8,Milotic,Rare Holo,Emerald,EX,7.99,23.48,2005/05/01,[350],Kagemaru Himeno,https://images.pokemontcg.io/ex9/8_hires.png,#51
ex7-7,Dark Marowak,Rare Holo,Team Rocket Returns,EX,39.22,64.39,2004/11/01,[105],Mitsuhiro Arita,https://images.pokemontcg.io/ex7/7_hires.png,Not Referenced
ex8-6,Crawdaunt,Rare Holo,Deoxys,EX,9.01,12.76,2005/02/01,[342],Tomoko Wakai,https://images.pokemontcg.io/ex8/6_hires.png,Not Referenced
ex2-1,Armaldo,Rare Holo,Sandstorm,EX,9.42,8.24,2003/09/18,[348],Mitsuhiro Arita,https://images.pokemontcg.io/ex2/1_hires.png,Not Referenced
base1-7,Hitmonchan,Rare Holo,Base,Base,16.26,,1999/01/09,[107],Ken Sugimori,https://images.pokemontcg.io/base1/7_hires.png,Not Referenced
pop6-8,Riolu,Uncommon,POP Series 6,POP,18.74,,2007/09/01,[447],Kouki Saitou,https://images.pokemontcg.io/pop6/8_hires.png,Not Referenced
ex9-9,Rayquaza,Rare Holo,Emerald,EX,62.99,95.00,2005/05/01,[384],Kouki Saitou,https://images.pokemontcg.io/ex9/9_hires.png,#8
ex8-8,Gyarados,Rare Holo,Deoxys,EX,56.83,74.97,2005/02/01,[130],Hisao Nakamura,https://images.pokemontcg.io/ex8/8_hires.png,Not Referenced
ex11-10,Marowak δ,Rare Holo,Delta Species,EX,13.80,17.99,2005/10/31,[105],Hajime Kusajima,https://images.pokemontcg.io/ex11/10_hires.png,Not Referenced
ex7-9,Dark Slowking,Rare Holo,Team Rocket Returns,EX,26.45,61.42,2004/11/01,[199],Kouki Saitou,https://images.pokemontcg.io/ex7/9_hires.png,Not Referenced
dp1-7,Luxray,Rare Holo,Diamond & Pearl,Diamond & Pearl,8.88,6.64,2007/05/01,[405],Mikiko Takeda,https://images.pokemontcg.io/dp1/7_hires.png,#21
ex1-1,Aggron,Rare Holo,Ruby & Sapphire,EX,10.34,11.99,2003/07/01,[306],Mitsuhiro Arita,https://images.pokemontcg.io/ex1/1_hires.png,#52
ex13-5,Deoxys δ,Rare Holo,Holon Phantoms,EX,17.95,25.75,2006/05/01,[386],Kouki Saitou,https://images.pokemontcg.io/ex13/5_hires.png,#179
base4-7,Gyarados,Rare Holo,Base Set 2,Base,24.76,,2000/02/24,[130],Mitsuhiro Arita,https://images.pokemontcg.io/base4/7_hires.png,Not Referenced
base6-7,Dark Raichu,Rare Holo,Legendary Collection,Other,42.79,135.53,2002/05/24,[26],Mitsuhiro Arita,https://images.pokemontcg.io/base6/7_hires.png,#165
dp2-2,Alakazam,Rare Holo,Mysterious Treasures,Diamond & Pearl,19.29,17.32,2007/08/01,[65],Kouki Saitou,https://images.pokemontcg.io/dp2/2_hires.png,Not Referenced
ex13-6,Deoxys δ,Rare Holo,Holon Phantoms,EX,16.49,31.96,2006/05/01,[386],Masakazu Fukuda,https://images.pokemontcg.io/ex13/6_hires.png,#179
pop7-8,Kirlia,Uncommon,POP Series 7,POP,11.20,,2008/03/01,[281],Masakazu Fukuda,https://images.pokemontcg.io/pop7/8_hires.png,Not Referenced
dp3-10,Ho-Oh,Rare Holo,Secret Wonders,Diamond & Pearl,22.89,15.15,2007/11/01,[250],Kazuyuki Kano,https://images.pokemontcg.io/dp3/10_hires.png,#96
col1-7,Gyarados,Rare Holo,Call of Legends,HeartGold & SoulSilver,18.86,15.98,2011/02/09,[130],Mitsuhiro Arita,https://images.pokemontcg.io/col1/7_hires.png,Not Referenced
pop2-3,Raikou,Rare,POP Series 2,POP,11.38,,2005/08/01,[243],Kouki Saitou,https://images.pokemontcg.io/pop2/3_hires.png,Not Referenced
ex10-8,Jolteon,Rare Holo,Unseen Forces,EX,33.73,38.93,2005/08/01,[135],Mitsuhiro Arita,https://images.pokemontcg.io/ex10/8_hires.png,#168
ex9-10,Sceptile,Rare Holo,Emerald,EX,15.14,54.49,2005/05/01,[254],Mitsuhiro Arita,https://images.pokemontcg.io/ex9/10_hires.png,#28
hgss1-11,Shuckle,Rare Holo,HeartGold & SoulSilver,HeartGold & SoulSilver,6.36,11.14,2010/02/10,[213],Sumiyoshi Kizuki,https://images.pokemontcg.io/hgss1/11_hires.png,#223
base1-9,Magneton,Rare Holo,Base,Base,20.37,,1999/01/09,[82],Keiji Kinebuchi,https://images.pokemontcg.io/base1/9_hires.png,Not Referenced
ex10-6,Forretress,Rare Holo,Unseen Forces,EX,8.25,9.37,2005/08/01,[205],Aya Kusube,https://images.pokemontcg.io/ex10/6_hires.png,Not Referenced
ex4-7,Team Magma's Aggron,Rare Holo,Team Magma vs Team Aqua,EX,8.81,24.79,2004/03/01,[306],Hiromichi Sugiyama,https://images.pokemontcg.io/ex4/7_hires.png,#52
ex11-8,Latias δ,Rare Holo,Delta Species,EX,49.99,51.54,2005/10/31,[380],Ryo Ueda,https://images.pokemontcg.io/ex11/8_hires.png,#99
dp3-9,Gastrodon West Sea,Rare Holo,Secret Wonders,Diamond & Pearl,5.95,4.80,2007/11/01,[423],Kazuyuki Kano,https://images.pokemontcg.io/dp3/9_hires.png,Not Referenced
pop4-6,Combusken,Uncommon,POP Series 4,POP,12.49,,2006/08/01,[256],Mitsuhiro Arita,https://images.pokemontcg.io/pop4/6_hires.png,Not Referenced
dp2-1,Aggron,Rare Holo,Mysterious Treasures,Diamond & Pearl,6.04,3.11,2007/08/01,[306],Kouki Saitou,https://images.pokemontcg.io/dp2/1_hires.png,#52
ex7-8,Dark Octillery,Rare Holo,Team Rocket Returns,EX,12.54,28.40,2004/11/01,[224],Mitsuhiro Arita,https://images.pokemontcg.io/ex7/8_hires.png,Not Referenced
ex11-9,Latios δ,Rare Holo,Delta Species,EX,70.00,43.42,2005/10/31,[381],Ryo Ueda,https://images.pokemontcg.io/ex11/9_hires.png,#149
sm115-9,Charizard-GX,Rare Holo GX,Hidden Fates,Sun & Moon,5.35,,2019/08/23,[6],aky CG Works,https://images.pokemontcg.io/sm115/9_hires.png,#4
pl2-3,Darkrai G,Rare Holo,Rising Rivals,Platinum,12.96,15.67,2009/05/16,[491],Makoto Imai,https://images.pokemontcg.io/pl2/3_hires.png,#44
ex5-1,Banette,Rare Holo,Hidden Legends,EX,12.49,11.48,2004/06/01,[354],Midori Harada,https://images.pokemontcg.io/ex5/1_hires.png,#182
ex14-5,Dugtrio,Rare Holo,Crystal Guardians,EX,6.11,10.47,2006/08/01,[51],Tomokazu Komiya,https://images.pokemontcg.io/ex14/5_hires.png,Not Referenced
hgss2-7,Politoed,Rare Holo,HS—Unleashed,HeartGold & SoulSilver,5.28,5.27,2010/05/12,[186],Naoyo Kimura,https://images.pokemontcg.io/hgss2/7_hires.png,Not Referenced
ecard2-H11,Houndoom,Rare Holo,Aquapolis,E-Card,280.26,,2003/01/15,[229],Hajime Kusajima,https://images.pokemontcg.io/ecard2/H11_hires.png,#120
ex6-4,Ditto,Rare Holo,FireRed & LeafGreen,EX,20.57,19.02,2004/09/01,[132],Miki Tanaka,https://images.pokemontcg.io/ex6/4_hires.png,#135
col1-6,Groudon,Rare Holo,Call of Legends,HeartGold & SoulSilver,10.52,4.50,2011/02/09,[383],Ryo Ueda,https://images.pokemontcg.io/col1/6_hires.png,#153
ex6-1,Beedrill,Rare Holo,FireRed & LeafGreen,EX,5.91,15.14,2004/09/01,[15],Hajime Kusajima,https://images.pokemontcg.io/ex6/1_hires.png,Not Referenced
pop2-1,Entei,Rare,POP Series 2,POP,12.14,,2005/08/01,[244],Kouki Saitou,https://images.pokemontcg.io/pop2/1_hires.png,#186
ex4-8,Team Magma's Claydol,Rare Holo,Team Magma vs Team Aqua,EX,10.82,6.61,2004/03/01,[344],Zu-Ka,https://images.pokemontcg.io/ex4/8_hires.png,Not Referenced
hgss1-10,Raichu,Rare Holo,HeartGold & SoulSilver,HeartGold & SoulSilver,14.84,19.89,2010/02/10,[26],match,https://images.pokemontcg.io/hgss1/10_hires.png,#165
ex6-2,Butterfree,Rare Holo,FireRed & LeafGreen,EX,13.08,14.42,2004/09/01,[12],Atsuko Nishida,https://images.pokemontcg.io/ex6/2_hires.png,Not Referenced
ex12-10,Mew,Rare Holo,Legend Maker,EX,59.37,115.00,2006/02/01,[151],Kouki Saitou,https://images.pokemontcg.io/ex12/10_hires.png,#33
ex2-2,Cacturne,Rare Holo,Sandstorm,EX,15.35,8.36,2003/09/18,[332],Atsuko Nishida,https://images.pokemontcg.io/ex2/2_hires.png,Not Referenced
ex10-7,Houndoom,Rare Holo,Unseen Forces,EX,25.17,20.29,2005/08/01,[229],Midori Harada,https://images.pokemontcg.io/ex10/7_hires.png,#120
base4-8,Hitmonchan,Rare Holo,Base Set 2,Base,15.72,,2000/02/24,[107],Ken Sugimori,https://images.pokemontcg.io/base4/8_hires.png,Not Referenced
ex8-7,Dusclops,Rare Holo,Deoxys,EX,6.79,8.43,2005/02/01,[356],Tomoko Wakai,https://images.pokemontcg.io/ex8/7_hires.png,Not Referenced
pl1-10,Giratina,Rare Holo,Platinum,Platinum,28.86,21.89,2009/02/11,[487],Hajime Kusajima,https://images.pokemontcg.io/pl1/10_hires.png,#77
ecard2-H10,Exeggutor,Rare Holo,Aquapolis,E-Card,63.98,,2003/01/15,[103],Yukiko Baba,https://images.pokemontcg.io/ecard2/H10_hires.png,Not Referenced
xy7-8,M Sceptile-EX,Rare Holo EX,Ancient Origins,XY,9.44,,2015/08/12,[254],5ban Graphics,https://images.pokemontcg.io/xy7/8_hires.png,#28
